149514698745.898930 	 -9370114.248597 
149518013083.801880 	 -9373344994.971325 
148933660377.976750 	 -18700583583.074532 
147767291863.767790 	 -27954818110.193413 
146026732808.729890 	 -37100490122.039200 
143721872003.513060 	 -46102850646.059692 
140864577541.401000 	 -54928058489.158264 
137468612992.225770 	 -63543274316.967361 
133549551973.645260 	 -71916748202.702347 
129124691321.935750 	 -80017900384.231949 
124212963292.979250 	 -87817395440.353317 
118834847208.739410 	 -95287210236.373901 
113012280905.647720 	 -102400696039.114490 
106768572274.536610 	 -109132635219.100920 
100128311115.543980 	 -115459292959.532490 
93117281468.415756 	 -121358464383.485890 
85762374519.813263 	 -126809517495.426390 
78091502135.053757 	 -131793432311.940890 
70133511012.331848 	 -136292836530.753880 
61918097412.955528 	 -140292038057.236820 
53475722381.494522 	 -143777054674.485810 
44837527334.919724 	 -146735641107.052670 
36035249869.756691 	 -149157313690.068080 
27101139610.933903 	 -151033372815.126280 
18067873905.316620 	 -152356923282.221130 
8968473146.858496 	 -153122892643.479160 
-163784491.115979 	 -153328047579.749850 
-9295449147.745037 	 -152971008305.333920 
-18392986423.837784 	 -152052260949.675960 
-27422865851.705971 	 -150574167555.515290 
-36351650855.676010 	 -148540973962.135040 
-45146090299.251762 	 -145958816278.176640 
-53773212131.161011 	 -142835723158.917940 
-62200419043.800262 	 -139181615626.048070 
-70395586343.931290 	 -135008303593.189320 
-78327162139.898560 	 -130329478695.077350 
-85964269903.958282 	 -125160703002.127760 
-93276813419.271957 	 -119519393163.245030 
-100235584065.333650 	 -113424799484.513050 
-106812370333.054430 	 -106897979420.802540 
-112980069391.417070 	 -99961764932.291245 
-118712800451.778310 	 -92640723139.448425 
-123986019593.922810 	 -84961109699.208420 
-128776635630.585480 	 -76950814322.683029 
-133063126495.587540 	 -68639297861.125648 
-136825655547.382550 	 -60057520400.603867 
-140046187090.363400 	 -51237859820.881264 
-142708600348.618680 	 -42214020268.231308 
-144798801156.727810 	 -33020929882.811497 
-146304831203.873110 	 -23694626568.098431 
-147216979517.770570 	 -14272128664.012913 
-147527924198.488710 	 -4791310627.800883 
-147232737378.049930 	 4709144406.679913 
-146328869725.394100 	 14190064923.413742 
-144816413424.797910 	 23611928114.309338 
-142698121378.809270 	 32934982389.101963 
-139979436559.859280 	 42119441330.310158 
-136668523490.603530 	 51125680146.629135 
-132776286727.380310 	 59914436724.308266 
-128316373428.154850 	 68447017652.518951 
-123305158642.266370 	 76685508171.962341 
-117761712348.729980 	 84592984497.372955 
-111707747511.361890 	 92133726707.418320 
-105167548652.961120 	 99273430223.270676 
-98167880701.575699 	 105979413773.711550 
-90737878131.972885 	 112220821662.758160 
-82908914711.381119 	 117968818115.783540 
-74714454454.650436 	 123196771483.940890 
-66189884693.302879 	 127880426136.218990 
-57372332457.829140 	 131998059964.453870 
-48300465655.066032 	 135530625568.655550 
-39014280784.564735 	 138461873376.044710 
-29554879171.874279 	 140778455173.769990 
-19964233895.662498 	 142470006797.426570 
-10284949743.591503 	 143529209008.927060 
-560018644.144062 	 143951825910.681030 
9167426915.060625 	 143736720570.179570 
18854359959.138977 	 142885847861.386690 
28458102102.371754 	 141404224857.982940 
37936561229.983139 	 139299879430.011750 
47248461517.915024 	 136583777991.806230 
56353563695.815063 	 133269733618.218290 
65212873677.987473 	 129374296117.507200 
73788837937.912079 	 124916626001.205020 
82045524026.829773 	 119918351856.897550 
89948785436.809525 	 114403416756.542590 
97466409762.628799 	 108397913480.892460 
104568249609.158950 	 101929910835.195280 
111226335946.433200 	 95029273200.992569 
117414973855.611600 	 87727475291.537979 
123110820843.208150 	 80057413999.902451 
128292948112.746400 	 72053219123.162323 
132942885369.792970 	 63750064618.758919 
137044649896.767090 	 55183981906.572296 
140584760768.556550 	 46391676581.118141 
143552239193.856200 	 37410349757.736702 
145938596081.109130 	 28277525184.666847 
147737808148.189700 	 19030883357.369606 
148946284997.233400 	 9708104886.095617 
149562840577.547000 	 346729356.747561 
149588702246.847660 	 -9016033453.923418 
149027232659.856080 	 -18343500950.431385 
147883956103.983000 	 -27599438860.288128 
146166598435.792270 	 -36748303081.522003 
143884952943.890930 	 -45755357419.607178 
141050792185.930760 	 -54586768784.301720 
137677783971.926060 	 -63209700550.701164 
133781406134.450910 	 -71592399957.630234 
129378859951.973020 	 -79704278863.948639 
124488982603.007220 	 -87515987973.535126 
119132159055.834270 	 -94999484848.528992 
113330233748.635530 	 -102128096099.322390 
107106422350.511580 	 -108876574163.716580 
100485223828.454090 	 -115221149091.955640 
93492332982.637939 	 -121139575747.399990 
86154553553.743347 	 -126611176817.920070 
78499711951.861450 	 -131616882012.419890 
70556571607.183960 	 -136139263791.436290 
62354747898.133087 	 -140162569951.246090 
53924623572.892014 	 -143672753348.084290 
45297264545.414261 	 -146657499013.393950 
36504335916.832298 	 -149106248872.939330 
27578018047.730999 	 -151010224242.532870 
18550922485.917831 	 -152362446231.305480 
9456007538.112919 	 -153157754140.167720 
326493262.366748 	 -153392821898.657170 
-8804224348.949301 	 -153066172537.874050 
-17902660227.988731 	 -152178190650.938050 
-26935328363.601227 	 -150731132730.209840 
-35868831486.565567 	 -148729134702.100160 
-44669952305.555740 	 -146178218434.075130 
-53305746725.338394 	 -143086294742.708340 
-61743639163.848839 	 -139463163117.907410 
-69951520039.006531 	 -135320508457.909070 
-77897845560.196533 	 -130671894142.492950 
-85551739885.405396 	 -125532751030.052920 
-92883099656.551392 	 -119920361925.257860 
-99862700870.406143 	 -113853841028.765290 
-106462307980.611820 	 -107354107849.691090 
-112654785057.682050 	 -100443855036.284670 
-118414208758.709660 	 -93147509561.541443 
-123715982777.186630 	 -85491186689.342102 
-128536953356.492610 	 -77502636144.107330 
-132855525359.304790 	 -69211179913.372482 
-136651778291.349170 	 -60647641127.585464 
-139907581585.669620 	 -51844263480.800850 
-142606708374.502780 	 -42834620665.350647 
-144734946954.193020 	 -33653515240.161064 
-146280209415.922000 	 -24336866024.463997 
-147232639211.189790 	 -14921581689.040998 
-147584737328.867800 	 -5445422192.878333 
-147331457561.466160 	 4053061545.590234 
-146470095862.946080 	 13534743263.360395 
-145000541442.642940 	 22960177494.899921 
-142925353034.037350 	 32289680604.015099 
-140249774119.424380 	 41483518554.249512 
-136981762935.534010 	 50502103937.565453 
-133132011634.567210 	 59306196533.626045 
-128713949961.009000 	 67857108600.296844 
-123743731840.871770 	 76116914094.203857 
-118240203854.685970 	 84048660353.678726 
-112224854838.256700 	 91616580475.649429 
-105721746094.367830 	 98786304431.837402 
-98757421948.955414 	 105525066840.050370 
-91360800653.530991 	 111801909220.456130 
-83563045919.609329 	 117587874523.128050 
-75397419665.293777 	 122856191713.348240 
-66899116852.258720 	 127582448246.809190 
-58105083585.632431 	 131744748358.844790 
-49053819931.804810 	 135323855229.675520 
-39785169171.996498 	 138303315269.582430 
-30340095444.898033 	 140669562990.482330 
-20760451932.824421 	 142412005188.800050 
-11088741906.590591 	 143523083452.629520 
-1367875059.911663 	 143998314316.768520 
8359078368.770463 	 143836306714.121550 
18049133172.278870 	 143038756702.774480 
27659631967.196125 	 141610419775.882420 
37148482803.688904 	 139559061377.940980 
46474389321.160164 	 136895386548.059430 
55597071346.865578 	 133632949881.313100 
64477474038.495781 	 129788047237.215040 
73077963955.825516 	 125379591295.091140 
81362510518.379715 	 120428971527.522710 
89296851730.171005 	 114959900763.978160 
96848643499.510864 	 108998252163.569660 
103987591746.127980 	 102571886672.950560 
