135708299641.073410 	 10307125.673457 
135348856693.016040 	 10308336605.407763 
134274373470.001080 	 20551947904.437473 
132492042044.362010 	 30687269677.196945 
130013731177.935170 	 40661458061.449615 
126855815581.922160 	 50423181936.716911 
123038944465.377620 	 59923075441.014107 
118587756464.631910 	 69114149021.149323 
113530549393.530320 	 77952151975.966858 
107898914171.627690 	 86395881334.194199 
101727342755.574070 	 94407433873.718094 
95052819930.827103 	 101952400026.205660 
87914408456.708481 	 109000000221.961240 
80352836359.009888 	 115523165836.002490 
72410094205.568192 	 121498568241.564010 
64129049061.985619 	 126906600529.511600 
55553080586.460945 	 131731317201.868440 
46725743457.195778 	 135960337604.659230 
37690459095.091743 	 139584719054.638460 
28490238497.468670 	 142598805571.887940 
19167436970.600296 	 145000057897.524570 
9763540662.085663 	 146788870096.716710 
318984058.708143 	 147968377564.482390 
-9127002968.013187 	 148544260704.455600 
-18536520425.025761 	 148524547972.763920 
-27873097932.490681 	 147919421398.450590 
-37101771282.777008 	 146741027130.189580 
-46189138267.403587 	 145003293032.525790 
-55103396225.550781 	 142721754874.158200 
-63814363713.707954 	 139913392222.205600 
-72293488593.693085 	 136596474782.546660 
-80513844699.569397 	 132790419606.901280 
-88450119084.747345 	 128515659320.151430 
-96078591678.641388 	 123793521302.528880 
-103377109005.548780 	 118646117586.289730 
-110325053443.038250 	 113096245090.119280 
-116903309327.657090 	 107167295711.646700 
-123094227055.403180 	 100883175724.002180 
-128881586175.302640 	 94268233871.562988 
-134250558337.782900 	 87347197528.508621 
-139187670835.907380 	 80145116267.633560 
-143680771366.867740 	 72687312182.587967 
-147718994543.055570 	 64999336311.345848 
-151292730595.812770 	 57106930519.664238 
-154393596639.734990 	 49035994218.474060 
-157014410800.107760 	 40812555306.718452 
-159149169449.666320 	 32462744749.681530 
-160793027752.220180 	 24012774221.110970 
-161942283668.690280 	 15488916254.518581 
-162594365544.612670 	 6917486364.148994 
-162747823366.171690 	 -1675173391.294090 
-162402323743.152980 	 -10262709919.435991 
-161558648650.946500 	 -18818774190.413567 
-160218697938.760280 	 -27317036426.372940 
-158385495586.567200 	 -35731201892.760437 
-156063199667.999730 	 -44035027803.932831 
-153257115949.392240 	 -52202341863.039925 
-149973715025.444370 	 -60207062966.704826 
-146220652858.497380 	 -68023224618.402313 
-142006794550.101750 	 -75625001610.138641 
-137342241129.330780 	 -82986740549.419815 
-132238359091.039150 	 -90082994826.755981 
-126707812357.891200 	 -96888564637.033875 
-120764596271.324220 	 -103378542684.732210 
-114424073137.706150 	 -109528366216.550230 
-107703008765.722960 	 -115313876033.686250 
-100619609328.741530 	 -120711383137.428670 
-93193557770.889938 	 -125697743653.219790 
-85446048847.634537 	 -130250442656.764940 
-77399821750.867096 	 -134347687487.483030 
-69079189115.718399 	 -137968511075.537960 
-60510061043.025261 	 -141092885724.365080 
-51719962600.091568 	 -143701847676.120790 
-42738043086.789413 	 -145777632637.734470 
-33595075179.242550 	 -147303822255.083530 
-24323441896.034016 	 -148265501287.302430 
-14957109180.659231 	 -148649424948.032410 
-5531581769.322935 	 -148444195542.284120 
3916160072.274706 	 -147640447134.871340 
13347745391.291069 	 -146231036539.840940 
22723521379.255638 	 -144211238423.793370 
32002688477.408360 	 -141578941777.293760 
41143463810.161766 	 -138334844440.230800 
50103274648.617447 	 -134482641787.035020 
58838983116.951324 	 -130029205110.039690 
67307142717.918015 	 -124984744714.079960 
75464286465.175018 	 -119362952288.337630 
83267245473.426422 	 -113181116792.893100 
90673495786.868759 	 -106460207930.629390 
97641530048.782349 	 -99224921313.289688 
104131249370.438510 	 -91503679713.520401 
110104369499.510640 	 -83328585354.751221 
115524834182.770100 	 -74735319047.744461 
120359227540.407440 	 -65762983139.713615 
124577176399.984600 	 -56453886681.643707 
128151732955.695390 	 -46853272901.287025 
131059727893.666230 	 -37008990929.066307 
133282084310.664430 	 -26971115675.872559 
134804083382.644500 	 -16791521702.428337 
135615573812.781390 	 -6523418736.426984 
135711118575.457400 	 3779141927.845549 
135090074310.083110 	 14061779676.840357 
133756600814.665630 	 24270304193.386475 
131719600329.602910 	 34351230838.867153 
128992588560.504970 	 44252280385.134521 
125593501536.578220 	 53922852359.209610 
121544444319.652390 	 63314462390.242088 
116871389169.384960 	 72381135442.996887 
111603831961.104080 	 81079748585.033813 
105774416404.525500 	 89370318853.406815 
99418535917.240250 	 97216233746.750015 
92573922889.801758 	 104584423763.476850 
85280234587.856674 	 111445478145.179870 
77578644137.862183 	 117773706495.770260 
69511444013.773331 	 123547150184.289290 
61121668263.251030 	 128747548379.073320 
52452738460.628769 	 133360264200.904510 
43548137118.997810 	 137374176838.685780 
34451111092.610153 	 140781545572.364990 
25204406397.221222 	 143577851532.480740 
15850034900.347399 	 145761622736.586150 
6429072503.215481 	 147334247523.460390 
-3018512242.007498 	 148299780997.880920 
-12454000664.817850 	 148664748538.925260 
-21840039632.347668 	 148437949845.035430 
-31140732564.248844 	 147630266415.077420 
-40321708194.178215 	 146254474815.914370 
-49350169525.551445 	 144325067577.648830 
-58194925414.633621 	 141858083096.666690 
-66826407141.448608 	 138870945518.764560 
-75216672213.446808 	 135382315221.508380 
-83339397501.485474 	 131411950215.457700 
-91169863643.567871 	 126980578535.137370 
-98684932477.997986 	 122109781488.554580 
-105863019091.428740 	 116821887473.805330 
-112684059894.151820 	 111139875947.761800 
-119129477969.006670 	 105087291039.854970 
-125182146784.256160 	 98688164238.578339 
-130826353216.450620 	 91966945534.926300 
-136047760697.670240 	 84948442381.355530 
-140833373182.890560 	 77657765813.252533 
-145171500527.388640 	 70120283079.049194 
-149051725770.607330 	 62361576132.209389 
-152464874740.900450 	 54407405350.943130 
-155402988324.186610 	 46283677867.644348 
-157859297677.716830 	 38016419908.059982 
-159828202616.755250 	 29631752558.703751 
-161305253355.958950 	 21155870398.935516 
-162287135747.406400 	 12615022450.552164 
-162771660122.585510 	 4035494912.015640 
-162757753815.021910 	 -4556404843.959741 
-162245457412.662960 	 -13134363522.195026 
-161235924763.536190 	 -21672076913.706821 
-159731426733.599550 	 -30143265166.963074 
-157735358691.089020 	 -38521688829.183464 
-155252251666.029050 	 -46781166170.315880 
-152287787105.919830 	 -54895592310.796196 
-148848815117.930880 	 -62838960685.715286 
-144943376053.103550 	 -70585387392.179535 
-140580725248.151090 	 -78109138982.940979 
-135771360694.211400 	 -85384664287.096313 
-130527053348.363490 	 -92386630856.937759 
-124860879741.669070 	 -99089966657.751846 
-118787256465.933530 	 -105469907633.173250 
-112321976039.206510 	 -111502051790.893910 
-105482243556.354000 	 -117162420460.117390 
-98286713425.098251 	 -122427527370.705950 
-90755525369.187271 	 -127274456191.666610 
-82910338748.732483 	 -131680947140.214660 
-74774364103.529587 	 -135625493228.319820 
-66372390669.388062 	 -139087446647.265080 
-57730808451.934296 	 -142047135697.662260 
-48877623269.858772 	 -144485992547.630100 
-39842463004.255173 	 -146386691940.373500 
-30656573118.109352 	 -147733300769.042450 
-21352799347.391014 	 -148511438186.795040 
-11965555321.719740 	 -148708445619.376100 
-2530772759.343585 	 -148313565693.431850 
6914168188.683296 	 -147318128685.354430 
16330530881.682108 	 -145715744634.184450 
25678338792.933147 	 -143502498753.102750 
34916518990.707657 	 -140677147226.408080 
44003074447.750839 	 -137241309906.765530 
